"Status","Year","Age","Disability","Organisation","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","40-49","Unknown","Government Property Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Courts and Tribunals Service","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Courts and Tribunals Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Courts and Tribunals Service","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Crown Prosecution Service Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Prison and Probation Service","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Prison and Probation Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Prison and Probation Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Prison and Probation Service","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Revenue and Customs (excl. agencies)","AA/AO","25","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Revenue and Customs (excl. agencies)","EO","20","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Revenue and Customs (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Revenue and Customs (excl. agencies)","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Revenue and Customs (excl. agencies)","SEO/HEO","30","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Treasury (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","HM Treasury (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Home Office","AA/AO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Home Office","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Home Office","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Home Office","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Home Office","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Intellectual Property Office","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Intellectual Property Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Intellectual Property Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Maritime and Coastguard Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Medicines and Healthcare Products Regulatory Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Ministry of Defence (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Ministry of Defence (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Ministry of Defence (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Ministry of Defence (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Ministry of Justice (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Ministry of Justice (excl. agencies)","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","National Crime Agency","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","National Crime Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","National Crime Agency","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","National Records of Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Northern Ireland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Office of the Public Guardian","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Planning Inspectorate","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Registers of Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Courts and Tribunals Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Courts and Tribunals Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Courts and Tribunals Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Forestry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Government (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Government (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Government (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Prison Service","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Scottish Public Pensions Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Serious Fraud Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Social Security Scotland","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Social Security Scotland","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Social Security Scotland","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","The Insolvency Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","The Insolvency Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","The Insolvency Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Health Security Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Health Security Agency","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Health Security Agency","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Health Security Agency","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Space Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Space Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","UK Statistics Authority","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Valuation Office Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Valuation Office Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","40-49","Unknown","Welsh Revenue Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Active Travel England","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Advisory, Conciliation and Arbitration Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Advisory, Conciliation and Arbitration Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Advisory, Conciliation and Arbitration Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Animal and Plant Health Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Animal and Plant Health Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Animal and Plant Health Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Animal and Plant Health Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Building Digital UK","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Building Digital UK","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Cabinet Office (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Cabinet Office (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Cabinet Office (excl. agencies)","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Cabinet Office (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Cabinet Office (excl. agencies)","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Central Civil Service Fast Stream","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Companies House","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Companies House","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Companies House","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Criminal Injuries Compensation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Commercial Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Commercial Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Office and Procurator Fiscal Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Prosecution Service","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Prosecution Service","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Prosecution Service","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Crown Prosecution Service","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Electronics and Components Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Equipment and Support","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Equipment and Support","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Equipment and Support","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Defence Science and Technology Laboratory","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Digital, Culture, Media and Sport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Education (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Education (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Education (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Education (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for International Trade","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Levelling Up, Housing and Communities (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Transport (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","AA/AO","30","[c]","21840","21690"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","EO","55","[c]","28380","28120"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department for Work and Pensions (excl. agencies)","SEO/HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Department of Health and Social Care (excl. agencies)","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","50-59","Declared disabled","Driver and Vehicle Licensing Agency","SEO/HEO","[c]","[c]","[c]","[c]"
