"Status","Year","Disability","Function_of_post","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","Declared disabled","Human Resources","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Human Resources","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Internal Audit","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Crown Prosecution Service","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Government Legal Department","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","HM Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","The Insolvency Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Legal","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Active Travel England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Animal and Plant Health Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Cabinet Office (excl. agencies)","50","[c]","49670","46790"
"Leaver Dept.","2023","Declared disabled","No function","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","[c]","42690","40050"
"Leaver Dept.","2023","Declared disabled","No function","Department for Digital, Culture, Media and Sport (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Department for Education (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Department for Environment, Food and Rural Affairs (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Department for International Trade","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Department for Levelling Up, Housing and Communities (excl. agencies)","40","[c]","40650","34390"
"Leaver Dept.","2023","Declared disabled","No function","Department for Transport (excl. agencies)","15","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Department for Work and Pensions (excl. agencies)","295","[c]","27110","28120"
"Leaver Dept.","2023","Declared disabled","No function","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Driver and Vehicle Licensing Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","HM Courts and Tribunals Service","60","[c]","25490","21780"
"Leaver Dept.","2023","Declared disabled","No function","HM Prison and Probation Service","80","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","HM Revenue and Customs (excl. agencies)","35","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","HM Treasury (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Home Office","65","[c]","37280","29890"
"Leaver Dept.","2023","Declared disabled","No function","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Ministry of Defence (excl. agencies)","20","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Ministry of Justice (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","National Crime Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Scottish Prison Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","The Insolvency Service","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","UK Health Security Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","UK Statistics Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","No function","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Building Digital UK","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Central Civil Service Fast Stream","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department for Digital, Culture, Media and Sport (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department for Work and Pensions (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","HM Revenue and Customs (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Intellectual Property Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Ministry of Defence (excl. agencies)","5","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","Declared disabled","Project Delivery","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
