"Status","Year","Parent_department","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Office of Gas and Electricity Markets","Outside London","SEO/HEO","SEO","35","[c]","39200","39000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","EO","EO","15","[c]","24160","23760"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","G6/G7","G7","15","[c]","50430","49000"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","HEO","30","[c]","32090","31310"
"New entrant CS","2023","Office of Qualifications and Examinations Regulation","Outside London","SEO/HEO","SEO","20","[c]","39770","39000"
"New entrant CS","2023","Office of Rail and Road","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of Rail and Road","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Scotland","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Office of the Secretary of State for Wales","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","London","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Outside London","AA/AO","AA","1070","[c]","22360","22180"
"New entrant CS","2023","Scottish Government","Outside London","AA/AO","AO","710","[c]","24460","24710"
"New entrant CS","2023","Scottish Government","Outside London","EO","EO","1045","[c]","29490","29100"
"New entrant CS","2023","Scottish Government","Outside London","G6/G7","G6","55","[c]","73040","70920"
"New entrant CS","2023","Scottish Government","Outside London","G6/G7","G7","230","[c]","55420","52360"
"New entrant CS","2023","Scottish Government","Outside London","SCS level","SCS level","20","[c]","90360","81890"
"New entrant CS","2023","Scottish Government","Outside London","SEO/HEO","HEO","585","[c]","34900","33520"
"New entrant CS","2023","Scottish Government","Outside London","SEO/HEO","SEO","320","[c]","44380","42860"
"New entrant CS","2023","Scottish Government","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Scottish Government","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","London","AA/AO","AO","25","[c]","23290","23460"
"New entrant CS","2023","The National Archives","London","EO","EO","20","[c]","25610","24990"
"New entrant CS","2023","The National Archives","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","The National Archives","London","SEO/HEO","HEO","30","[c]","32260","29920"
"New entrant CS","2023","The National Archives","London","SEO/HEO","SEO","20","[c]","42350","41410"
"New entrant CS","2023","The National Archives","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","London","EO","EO","25","[c]","32300","32300"
"New entrant CS","2023","UK Export Finance","London","G6/G7","G6","10","[c]","77420","77520"
"New entrant CS","2023","UK Export Finance","London","G6/G7","G7","15","[c]","59690","60600"
"New entrant CS","2023","UK Export Finance","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Export Finance","London","SEO/HEO","HEO","20","[c]","35280","34000"
"New entrant CS","2023","UK Export Finance","London","SEO/HEO","SEO","20","[c]","45620","44500"
"New entrant CS","2023","UK Statistics Authority","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","London","SCS level","SCS level","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","London","SEO/HEO","HEO","15","[c]","34380","34060"
"New entrant CS","2023","UK Statistics Authority","London","SEO/HEO","SEO","10","[c]","42400","42420"
"New entrant CS","2023","UK Statistics Authority","Outside London","AA/AO","AA","40","[c]","20910","21200"
"New entrant CS","2023","UK Statistics Authority","Outside London","AA/AO","AO","435","[c]","21440","21200"
"New entrant CS","2023","UK Statistics Authority","Outside London","EO","EO","140","[c]","25050","24840"
"New entrant CS","2023","UK Statistics Authority","Outside London","G6/G7","G6","10","[c]","62620","61240"
"New entrant CS","2023","UK Statistics Authority","Outside London","G6/G7","G7","65","[c]","52750","51460"
"New entrant CS","2023","UK Statistics Authority","Outside London","SCS level","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2023","UK Statistics Authority","Outside London","SEO/HEO","HEO","230","[c]","31370","31060"
"New entrant CS","2023","UK Statistics Authority","Outside London","SEO/HEO","SEO","120","[c]","38300","37760"
"New entrant CS","2023","UK Supreme Court","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","UK Supreme Court","London","SEO/HEO","SEO","10","[c]","37230","37230"
"New entrant CS","2023","Water Services Regulation Authority","London","EO","EO","10","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","London","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Outside London","EO","EO","5","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Water Services Regulation Authority","Outside London","SEO/HEO","HEO","15","[c]","46920","48000"
"New entrant CS","2023","Water Services Regulation Authority","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Outside London","AA/AO","AO","105","[c]","22180","22150"
"New entrant CS","2023","Welsh Government","Outside London","EO","EO","40","[c]","27180","26900"
"New entrant CS","2023","Welsh Government","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Outside London","G6/G7","G7","30","[c]","54610","53440"
"New entrant CS","2023","Welsh Government","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Welsh Government","Outside London","SEO/HEO","HEO","75","[c]","33770","32460"
"New entrant CS","2023","Welsh Government","Outside London","SEO/HEO","SEO","55","[c]","43190","41700"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-07-28, with GIT d545f65.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Four organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","","","",""
"Parent_department","Government Department, total figures for both Ministerial and Non-Ministerial Departments include all of their Executive Agencies.","","","","","","","",""
"Responsibility_level_grouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
"","Responsibility_level_grouped combines the mapped grades into five broad responsibility levels. This is the headline measure for responsibility level for the Civil Service and is consistent with the published National Statistics.","","","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","","","",""
