"Status","Year","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Delivery","550","[c]","26590","26780"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Driver and Vehicle Standards Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education Scotland","Scottish Government","Unknown","50","[c]","44460","41640"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Operational Delivery","15","[c]","36620","30330"
"New entrant CS","2023","Education and Skills Funding Agency","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Inspector of Education and Training","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Estyn","Estyn","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Communications","10","[c]","34340","34310"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Operational Delivery","65","[c]","30310","26910"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Policy","35","[c]","33190","31260"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Science and Engineering","20","[c]","32600","31260"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Agency","Food Standards Agency","Veterinarian","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Food Standards Scotland","Scottish Government","Unknown","20","[c]","34160","33520"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Other","25","[c]","43530","32940"
"New entrant CS","2023","Government Actuary's Department","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Commercial","75","[c]","78360","70930"
"New entrant CS","2023","Government Commercial Organisation","Cabinet Office","Unknown","15","[c]","84840","73000"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Internal Audit","35","[c]","48340","43160"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Internal Audit Agency","HM Treasury","Other","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Human Resources","10","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Legal","200","[c]","45410","50460"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Operational Delivery","85","[c]","28400","27760"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Legal Department","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Digital, Data and Technology","10","[c]","55880","53010"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Finance","25","[c]","42470","40000"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Government Property Agency","Cabinet Office","Property","40","[c]","49860","45830"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Digital, Data and Technology","40","[c]","37350","37680"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Legal","65","[c]","31090","25830"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Delivery","1590","[c]","22920","21780"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Digital, Data and Technology","60","[c]","30940","28080"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Human Resources","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Legal","20","[c]","49590","56190"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Operational Delivery","240","[c]","24770","23390"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Land Registry","HM Land Registry","Project Delivery","20","[c]","32100","28080"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","HM Prison and Probation Service","Ministry of Justice","Intelligence Analysis","10","[c]","29450","28480"
