"Status","Year","Ethnicity","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Policy","10","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","HM Treasury (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Health and Safety Executive","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Operational Delivery","50","[c]","25650","25750"
"New entrant CS","2023","Mixed","Home Office","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Institute for Apprenticeships and Technical Education","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Intellectual Property Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal Aid Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal Aid Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal Aid Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal Aid Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal Aid Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Legal Aid Agency","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Maritime and Coastguard Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Medicines and Healthcare Products Regulatory Agency","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Met Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Operational Delivery","15","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Project Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Property","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Digital, Data and Technology","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Operational Delivery","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Mixed","National Crime Agency","Commercial","[c]","[c]","[c]","[c]"
