"Status","Year","Disability","Organisation","Parent_department","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Intellectual Property Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Operational Delivery","30","[c]","22030","21780"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Legal Aid Agency","Ministry of Justice","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Operational Delivery","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Policy","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Maritime and Coastguard Agency","Department for Transport","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Medicine","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Delivery","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Commercial","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","30","[c]","35610","33430"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Finance","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Operational Delivery","35","[c]","22210","20660"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Other","60","[c]","24330","19080"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Project Delivery","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Science and Engineering","55","[c]","30440","30930"
"New entrant CS","2023","Declared non-disabled","Met Office","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Commercial","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Communications","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Digital, Data and Technology","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Finance","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Human Resources","30","[c]","32300","28890"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Intelligence Analysis","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Knowledge and Information Management","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Medicine","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Operational Delivery","65","[c]","23940","22220"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Other","20","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Project Delivery","30","[c]","38420","33830"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Property","25","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Science and Engineering","10","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Security","40","[c]","30560","27500"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Statistics","5","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Commercial","15","[c]","[c]","[c]"
"New entrant CS","2023","Declared non-disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Communications","15","[c]","[c]","[c]"
