"Status","Year","Ethnicity","Parent_department","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2023","White","HM Revenue and Customs","North West (England)","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Northern Ireland","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Northern Ireland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Scotland","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Scotland","Male","40","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","South East (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","South East (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","South West (England)","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","South West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Wales","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Wales","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","West Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","West Midlands (England)","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Yorkshire and The Humber","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Revenue and Customs","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","East of England","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","East of England","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","London","Female","85","[c]","46330","46620"
"Leaver Dept.","2023","White","HM Treasury","London","Male","95","[c]","52130","52500"
"Leaver Dept.","2023","White","HM Treasury","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","North East (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","North East (England)","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","North West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","North West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Scotland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Scotland","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","South West (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","HM Treasury","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","East of England","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","East of England","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","London","Female","150","[c]","50680","43210"
"Leaver Dept.","2023","White","Home Office","London","Male","130","[c]","49550","43210"
"Leaver Dept.","2023","White","Home Office","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","North East (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","North East (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","North West (England)","Female","85","[c]","31100","26750"
"Leaver Dept.","2023","White","Home Office","North West (England)","Male","60","[c]","31010","26460"
"Leaver Dept.","2023","White","Home Office","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Scotland","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Scotland","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","South East (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","South East (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","South West (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","South West (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Wales","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","West Midlands (England)","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Yorkshire and The Humber","Female","30","[c]","33390","29600"
"Leaver Dept.","2023","White","Home Office","Yorkshire and The Humber","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Home Office","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","East Midlands (England)","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","East Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","East of England","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","East of England","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","East of England","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","London","Female","40","[c]","46680","45060"
"Leaver Dept.","2023","White","Ministry of Defence","London","Male","45","[c]","46610","45750"
"Leaver Dept.","2023","White","Ministry of Defence","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","North East (England)","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","North East (England)","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","North West (England)","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","North West (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Northern Ireland","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Scotland","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Scotland","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Scotland","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","South East (England)","Female","50","[c]","37720","35650"
"Leaver Dept.","2023","White","Ministry of Defence","South East (England)","Male","40","[c]","39510","39890"
"Leaver Dept.","2023","White","Ministry of Defence","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","South West (England)","Female","75","[c]","38560","35490"
"Leaver Dept.","2023","White","Ministry of Defence","South West (England)","Male","75","[c]","40820","40000"
"Leaver Dept.","2023","White","Ministry of Defence","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Wales","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Wales","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","West Midlands (England)","Female","15","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","West Midlands (England)","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Yorkshire and The Humber","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Yorkshire and The Humber","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Defence","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice","East Midlands (England)","Female","55","[c]","27300","25120"
"Leaver Dept.","2023","White","Ministry of Justice","East Midlands (England)","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2023","White","Ministry of Justice","East of England","Female","20","[c]","[c]","[c]"
