"Status","Year","Profession_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2023","Digital, Data and Technology","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Bristol, City of","Female","35","[c]","38780","37590"
"New entrant CS","2023","Digital, Data and Technology","Bristol, City of","Male","55","[c]","41420","37300"
"New entrant CS","2023","Digital, Data and Technology","Buckinghamshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Buckinghamshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Calderdale and Kirklees","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Calderdale and Kirklees","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cambridgeshire CC","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cambridgeshire CC","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Camden and City of London","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Female","30","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cardiff and Vale of Glamorgan","Male","60","[c]","38930","36920"
"New entrant CS","2023","Digital, Data and Technology","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Central Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Central Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cheshire East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cheshire East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cheshire West and Chester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cheshire West and Chester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","City of Edinburgh","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","City of Edinburgh","Male","35","[c]","42330","41780"
"New entrant CS","2023","Digital, Data and Technology","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Cornwall and Isles of Scilly","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Coventry","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Coventry","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Croydon","Female","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Croydon","Male","75","[c]","45930","41900"
"New entrant CS","2023","Digital, Data and Technology","Darlington","Female","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Darlington","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Derby","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Derby","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Devon CC","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Devon CC","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Dorset","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Dorset","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Dudley","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Dudley","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Durham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Durham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Ealing","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Ealing","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Cumbria","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Cumbria","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Kent","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Kent","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Lancashire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Lothian and Midlothian","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Lothian and Midlothian","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Merseyside","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Merseyside","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Surrey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Surrey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Enfield","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Enfield","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Essex Haven Gateway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Essex Haven Gateway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Glasgow City","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Glasgow City","Male","35","[c]","40450","37680"
"New entrant CS","2023","Digital, Data and Technology","Gloucestershire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Gloucestershire CC","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester North East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester North East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester South East","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester South East","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester South West","Female","30","[c]","33680","32160"
"New entrant CS","2023","Digital, Data and Technology","Greater Manchester South West","Male","80","[c]","37090","34400"
"New entrant CS","2023","Digital, Data and Technology","Gwent Valleys","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Gwent Valleys","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hackney and Newham","Female","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hackney and Newham","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hartlepool and Stockton-on-Tees","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Herefordshire, County of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Herefordshire, County of","Male","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hertfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hertfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Hounslow and Richmond upon Thames","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lambeth","Female","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lambeth","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Leeds","Female","40","[c]","39480","38470"
"New entrant CS","2023","Digital, Data and Technology","Leeds","Male","80","[c]","41660","38800"
"New entrant CS","2023","Digital, Data and Technology","Leicester","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Leicester","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lincolnshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lincolnshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Liverpool","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Liverpool","Male","25","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Luton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Luton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Manchester","Female","60","[c]","40170","38470"
"New entrant CS","2023","Digital, Data and Technology","Manchester","Male","90","[c]","38870","37590"
"New entrant CS","2023","Digital, Data and Technology","Medway","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Medway","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Merton, Kingston upon Thames and Sutton","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Mid Lancashire","Male","5","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Monmouthshire and Newport","Female","45","[c]","33200","31060"
"New entrant CS","2023","Digital, Data and Technology","Monmouthshire and Newport","Male","80","[c]","40070","37760"
"New entrant CS","2023","Digital, Data and Technology","Newry, Mourne and Down","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Newry, Mourne and Down","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","North Hampshire","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","North Hampshire","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","North Yorkshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","North Yorkshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Nottingham","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Nottingham","Male","15","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Oxfordshire CC","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Oxfordshire CC","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Peterborough","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Peterborough","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Plymouth","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Plymouth","Male","20","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Portsmouth","Female","10","[c]","[c]","[c]"
"New entrant CS","2023","Digital, Data and Technology","Portsmouth","Male","10","[c]","[c]","[c]"
